iter	Logloss
215	0.5364972796
216	0.5363299668
217	0.5361240788
218	0.5359799419
219	0.5358768288
220	0.5357741855
221	0.5354386924
222	0.5351070837
223	0.5347271378
224	0.5344671237
225	0.5343293069
226	0.5341010821
227	0.5339625316
228	0.5337504238
229	0.5336172797
230	0.5333900766
231	0.5331254429
232	0.5330330217
233	0.5327025637
234	0.5325533529
235	0.5322471077
236	0.5319896672
237	0.5318442939
238	0.5316696326
239	0.5314783217
240	0.5312100617
241	0.5310142245
242	0.5308765206
243	0.5305267784
244	0.5303566999
245	0.5301366511
246	0.5299953919
247	0.529875077
248	0.5297700488
249	0.5295915568
250	0.5294123055
251	0.5293131247
252	0.5292735781
253	0.5291025029
254	0.5288473161
255	0.5286356471
256	0.5285831826
257	0.528409174
258	0.5282309983
259	0.5280626137
260	0.5278695959
261	0.5276469259
262	0.5273771281
263	0.5270869549
264	0.5268745569
265	0.5266790024
266	0.5264955531
267	0.5263337085
268	0.526048544
269	0.5257908574
270	0.5256857914
271	0.5255319794
272	0.5253301098
273	0.52520825
274	0.5249398284
275	0.524747099
276	0.5245646001
277	0.5243243134
278	0.5240775398
279	0.5238313759
280	0.5236239887
281	0.5233978856
282	0.5232092832
283	0.5229645388
284	0.522686316
285	0.5225516251
286	0.5223634528
287	0.5221722148
288	0.5219880948
289	0.5218911139
290	0.5217390801
291	0.52157646
292	0.5214717548
293	0.5213113844
294	0.5211344321
295	0.5209441977
296	0.5207207906
297	0.5205658611
298	0.5204421705
299	0.5202234828
300	0.5201641457
301	0.5200218752
302	0.5197719298
303	0.5196265052
304	0.5193811209
305	0.5192787417
306	0.5189943147
307	0.5188791256
308	0.5187925127
309	0.5186191824
310	0.5185203999
311	0.5184540295
312	0.5182331581
313	0.518106293
314	0.5179241741
315	0.5176869358
316	0.5175429693
317	0.5173920038
318	0.5172281728
319	0.517059958
320	0.5169749647
321	0.5167595858
322	0.5166583471
323	0.5165137872
324	0.5163792832
325	0.5162773402
326	0.5160939971
327	0.5157273913
328	0.5155377492
329	0.5153823189
330	0.5151698521
331	0.5149638548
332	0.5147311585
333	0.5146505741
334	0.5143400199
335	0.5141077023
336	0.5139698948
337	0.5138781427
338	0.5136138177
339	0.5134796916
340	0.5132326556
341	0.5129337406
342	0.5128735376
343	0.5126404026
344	0.5125319282
345	0.5124233724
346	0.5122369117
347	0.5121334483
348	0.5119714078
349	0.5116860729
350	0.51148163
351	0.5111788838
352	0.5109752196
353	0.5108195899
354	0.5106539066
355	0.5104804322
356	0.5103722908
357	0.5102305278
358	0.5100863698
359	0.5099984173
360	0.5098929564
361	0.5097486476
362	0.5096107156
363	0.5094803912
364	0.5093094132
365	0.5091783396
366	0.5090462483
367	0.5089206412
368	0.5088465487
369	0.5086389322
370	0.5083994909
371	0.5082588381
372	0.5080249235
373	0.5078971716
374	0.5078029059
375	0.5075992518
376	0.5074597653
377	0.5072576515
378	0.5070409037
379	0.5068424351
380	0.5067814246
381	0.5066548967
382	0.5064555412
383	0.5063221966
384	0.5061956426
385	0.5061028949
386	0.5058878391
387	0.5056650989
388	0.5054407803
389	0.5053656924
390	0.505202293
391	0.5050541566
392	0.5049267729
393	0.5047858872
394	0.5047338323
395	0.5045670003
396	0.504474485
397	0.5042197546
398	0.5041516513
399	0.5040669165
400	0.5039891432
401	0.5038870569
402	0.5037720167
403	0.5035582412
404	0.5034039443
405	0.5032494344
406	0.503246013
407	0.5030513208
408	0.5028960844
409	0.502767877
410	0.5024965708
411	0.5023768744
412	0.5021795961
413	0.5021194779
414	0.5020305615
415	0.5019797873
416	0.5018131595
417	0.5016908244
418	0.5014217346
419	0.5012942627
420	0.5011160282
421	0.5009630648
422	0.5008371885
423	0.5005847519
424	0.5004462843
425	0.5003764019
426	0.5002856097
427	0.5001563051
428	0.4999862908
429	0.4998856702
430	0.49979263
431	0.4995781275
432	0.4994073929
433	0.4991957624
434	0.4991448367
435	0.4990366754
436	0.4989794751
437	0.498895093
438	0.4987255624
439	0.4985805398
440	0.4984870727
441	0.4983370186
442	0.4982470486
443	0.4980860576
444	0.4979882195
445	0.4979118119
446	0.4977929766
447	0.4976922242
448	0.4976274283
449	0.4975136657
450	0.4971884611
451	0.4971195396
452	0.497026462
453	0.4968875107
454	0.4967312637
455	0.4966049465
456	0.4965443746
457	0.4964071361
458	0.4962964269
459	0.4962441895
460	0.4961226165
461	0.4959995566
462	0.4958571591
463	0.4956992485
464	0.4955972028
465	0.4954583592
466	0.4953154693
467	0.4951656939
468	0.4949729446
469	0.4947685756
470	0.4946028501
471	0.4944238636
472	0.4943275817
473	0.4941885114
474	0.493989483
475	0.4938656536
476	0.4937487379
477	0.4936154076
478	0.4935062777
479	0.4933566799
480	0.4932794113
481	0.4931161831
482	0.4929248539
483	0.4926562564
484	0.4924565064
485	0.4923021814
486	0.4921611353
487	0.4920320392
488	0.4918735478
489	0.4916843989
490	0.4915421572
491	0.4914300122
492	0.4913582919
493	0.4912490232
494	0.4911716766
495	0.491096921
496	0.4909715728
497	0.4908611699
498	0.4906428287
499	0.4905505467
500	0.4903925898
501	0.4902902472
502	0.4901197996
503	0.4900431518
504	0.4899775026
505	0.4898771706
506	0.4896517035
507	0.4895686173
508	0.4894780831
509	0.4893426052
510	0.489237428
511	0.4891728047
512	0.489097173
513	0.4889999478
514	0.4888771334
515	0.4888067797
516	0.4887575111
517	0.4887232474
518	0.4886502701
519	0.4884493731
520	0.4882085333
521	0.4881116233
522	0.4879577422
523	0.4877981651
524	0.4876916014
525	0.4874888192
526	0.4872940655
527	0.4871684058
528	0.4870549355
529	0.486927777
530	0.4868937893
531	0.4867665948
532	0.4865287368
533	0.4863858186
534	0.4862795057
535	0.4861592828
536	0.486001027
537	0.485846539
538	0.4856326236
539	0.4854958822
540	0.4854072782
541	0.4851920903
542	0.4850695751
543	0.4849165281
544	0.4848202614
545	0.4846267706
546	0.4844541332
547	0.4843572845
548	0.4842328489
549	0.4842094193
550	0.4839871015
551	0.4838611436
552	0.4837444421
553	0.4836400716
554	0.4835717859
555	0.4834672657
556	0.483349601
557	0.4831613884
558	0.4831231427
559	0.4830005551
560	0.4827545186
561	0.4825304156
562	0.4823791166
563	0.4822160848
564	0.4820791891
565	0.4819424791
566	0.4817705285
567	0.4816657458
568	0.4815538459
569	0.4814303743
570	0.4813369153
571	0.481257018
572	0.4811474928
573	0.4810488988
574	0.4808362434
575	0.4806460948
576	0.4804593389
577	0.4803506618
578	0.4802361372
579	0.4801105441
580	0.4799864964
581	0.4798097056
582	0.4796508175
583	0.4795736147
584	0.4793929298
585	0.479290294
586	0.4790628784
587	0.4789187617
588	0.4787213162
589	0.4785223262
590	0.4783762302
591	0.4782430836
592	0.4780214747
593	0.4779217908
594	0.4777823628
595	0.4776273526
596	0.4774038307
597	0.4772027844
598	0.477097279
599	0.4769901238
600	0.4767785853
601	0.4765813086
602	0.4764720709
603	0.4763368458
604	0.4762427883
605	0.4761144671
606	0.4760196013
607	0.4758267854
608	0.4756921761
609	0.4755877066
610	0.4754571056
611	0.4753069248
612	0.4751839743
613	0.4749900988
614	0.4748301762
615	0.4747263438
616	0.4746153817
617	0.4743918304
618	0.4742631508
619	0.4740792253
620	0.474003153
621	0.4738473626
622	0.4736414392
623	0.4734274905
624	0.4733197224
625	0.4732288994
626	0.472983945
627	0.4729097161
628	0.4727989568
629	0.4726879961
630	0.4726034168
631	0.4724670127
632	0.4723352203
633	0.472278874
634	0.4722022202
635	0.4719577304
636	0.4719286375
637	0.4718037832
638	0.4715991232
639	0.471516408
640	0.4714220338
641	0.4713668036
642	0.4711862542
643	0.4710288919
644	0.4709641596
645	0.4707059292
646	0.4705312332
647	0.4703503114
648	0.4701856644
649	0.4700406912
650	0.4698857294
651	0.4697851448
652	0.4696512001
653	0.4694977371
654	0.4693662279
655	0.4692623524
656	0.4691440214
657	0.4689809344
658	0.4688389447
659	0.4686799817
660	0.4684108464
661	0.4682980524
662	0.4680717837
663	0.4679324168
664	0.4677208945
665	0.4675511723
666	0.467369537
667	0.4672364575
668	0.467110757
669	0.4668860419
670	0.4666719256
671	0.4665541677
672	0.4665520475
673	0.4664749028
674	0.466330448
675	0.4662264178
676	0.4660674781
677	0.4659483765
678	0.4657427662
679	0.465661852
680	0.4655188538
681	0.4653512015
682	0.4651852088
683	0.4650466007
684	0.4648984749
685	0.4647587354
686	0.4646085196
687	0.4645163645
688	0.4643608137
689	0.4642794842
690	0.4641601968
691	0.4640805348
692	0.464037353
693	0.4639133708
694	0.4638565156
695	0.4637113272
696	0.4635260121
697	0.4633544209
698	0.4631225935
699	0.4630175297
700	0.4629448052
701	0.4629214428
702	0.4627769652
703	0.4625734875
704	0.4622884341
705	0.4621615385
706	0.4619830718
707	0.4618318015
708	0.4616499613
709	0.4614671749
710	0.4612663202
711	0.4610268058
712	0.4609593197
713	0.4608407096
714	0.4607554383
715	0.4605856199
716	0.4604425716
717	0.4602555976
718	0.4600741473
719	0.4599771094
720	0.4599130386
721	0.4598195146
722	0.4596285416
723	0.4594930821
724	0.4593775417
725	0.4592567145
726	0.4591437834
727	0.4589992502
728	0.4589598025
729	0.4587564561
730	0.458613781
731	0.4584682954
732	0.4582457905
733	0.4581458812
734	0.4579107341
735	0.457712357
736	0.4575717903
737	0.4575236291
738	0.4574335726
739	0.4572696249
740	0.4572093932
741	0.4571074139
742	0.4570054783
743	0.4568258005
744	0.4567343056
745	0.4565999019
746	0.4562941998
747	0.4562524487
748	0.4561284927
749	0.4560615803
750	0.4558444153
751	0.4557675534
752	0.4556322031
753	0.4554908527
754	0.4553252616
755	0.4551377795
756	0.4549799519
757	0.4548571267
758	0.4547859715
759	0.4547191057
760	0.4544971475
761	0.4544047841
762	0.4540456126
763	0.4538704483
764	0.4537417941
765	0.4535343964
766	0.4534166266
767	0.4533628346
768	0.4532007239
769	0.4530596459
770	0.452928799
771	0.4526991753
772	0.4525804078
773	0.4525181071
774	0.4524166103
775	0.4522897462
776	0.4521442844
777	0.4519395936
778	0.4517481407
779	0.4515268631
780	0.4513900292
781	0.451215428
782	0.4511041705
783	0.4509349128
784	0.4506175863
785	0.4505677688
786	0.4504126941
787	0.4502564206
788	0.4501167571
789	0.4500321116
790	0.4499945885
791	0.4497513207
792	0.4495865361
793	0.449430032
794	0.4492830221
795	0.4491623153
796	0.4491118094
797	0.4488963134
798	0.4488086804
799	0.4487566646
800	0.4485177085
801	0.4484121161
802	0.4482185726
803	0.4479743847
804	0.4477238329
805	0.4474876835
806	0.4473107858
807	0.4472863625
808	0.4471761295
809	0.4471226553
810	0.4470107863
811	0.4467132693
812	0.4464281174
813	0.4463916225
814	0.446233303
815	0.4460776494
816	0.4460480356
817	0.4459553401
818	0.445724458
819	0.4455550236
820	0.4454582851
821	0.4451953004
822	0.445059049
823	0.4448839737
824	0.4446696766
825	0.4444842937
826	0.4444008804
827	0.4442671368
828	0.4441721301
829	0.4440647513
830	0.4438699532
831	0.4438427272
832	0.4437152407
833	0.4435759713
834	0.4434540483
835	0.4433526053
836	0.4431548646
837	0.4429674466
838	0.4428674297
839	0.4425328728
840	0.4424707008
841	0.4422587427
842	0.442089279
843	0.4419180144
844	0.4418546012
845	0.441627751
846	0.441517422
847	0.441298139
848	0.4410854054
849	0.4410148037
850	0.440956782
851	0.4408599324
852	0.4407213062
853	0.4406983236
854	0.4405598636
855	0.4404090608
856	0.440321755
857	0.4401744769
858	0.4400576364
859	0.4399731856
860	0.4398184157
861	0.439652501
862	0.4395207621
863	0.4393003781
864	0.4390986721
865	0.4389229529
866	0.4388398313
867	0.4386437939
868	0.4385238167
869	0.4383875393
870	0.4383573928
871	0.4381962203
872	0.4380716929
873	0.4378702183
874	0.4377609503
875	0.4376415744
876	0.4374696865
877	0.437306878
878	0.4371264989
879	0.4370064736
880	0.4369029742
881	0.4368048429
882	0.4367145276
883	0.4366707997
884	0.436404248
885	0.4363043455
886	0.436195631
887	0.4360803542
888	0.4359728036
889	0.4358084705
890	0.4356319231
891	0.4354488929
892	0.4353330479
893	0.4352396836
894	0.4351230898
895	0.434992668
896	0.4349394009
897	0.4347804959
898	0.4347221794
899	0.4345168881
900	0.4344720718
901	0.4343524759
902	0.4342300644
903	0.4341123846
904	0.4340454491
905	0.4339488544
906	0.4339052019
907	0.4337580231
908	0.4336422262
909	0.4334346551
910	0.4333593525
911	0.4332355645
912	0.4332150331
913	0.4330803827
914	0.4329725312
915	0.4329289901
916	0.4328045439
917	0.4326244839
918	0.4323921294
919	0.432278248
920	0.4322654938
921	0.4321420728
922	0.4320505804
923	0.4318824195
924	0.4316556892
925	0.4315149134
926	0.4314086134
927	0.4313086041
928	0.4312048328
929	0.4310157133
930	0.430906442
931	0.4307500436
932	0.4306023267
933	0.430517366
934	0.4303855125
935	0.430266926
936	0.4301224417
937	0.4300210498
938	0.4299266994
939	0.4298314528
940	0.4297243028
941	0.4296694869
942	0.4295152059
943	0.4293071541
944	0.4291577893
945	0.4290107712
946	0.428889713
947	0.4287956683
948	0.4287109402
949	0.4285400172
950	0.4283412421
951	0.4280256696
952	0.4279373832
953	0.4278229537
954	0.4275702746
955	0.4274069304
956	0.4271256566
957	0.4270009554
958	0.4268449413
959	0.4266004814
960	0.4262827602
961	0.4261818908
962	0.4260080393
963	0.4259048009
964	0.4258158658
965	0.4256987169
966	0.4256373025
967	0.4255582846
968	0.4254931666
969	0.4253813807
970	0.4252522403
971	0.425037784
972	0.4248285615
973	0.4247116042
974	0.4245875551
975	0.4244153795
976	0.4242245422
977	0.4240713962
978	0.4237637208
979	0.4236290712
980	0.4235759125
981	0.4234140834
982	0.4232302342
983	0.4231507402
984	0.4230564246
985	0.4230215145
986	0.4229423752
987	0.4227418851
988	0.4225884127
989	0.4225393193
990	0.4223990856
991	0.4223756969
992	0.4221904952
993	0.4220186923
994	0.4219929341
995	0.4218531716
996	0.421677754
997	0.4215486159
998	0.4214192299
999	0.4212160534
